venue,station_time,temperature,temperature_max,temperature_min,humidity,pressure,wind_direction,wind_speed,gust_speed,rain_10min,rain_today,soil_water,soil_loss_today,sunshine_hour,captured_at,sectional
HV,17:47,29,32.2,26.4,72.6,1007.3,S18W,7,15,0,0,20.2,5.1,9.88,2026-09-09T09:50:09.354789+00:00,"[{""gust"":8,""speed"":7,""location"":""A"",""direction"":""S18E""},{""gust"":10,""speed"":9,""location"":""B"",""direction"":""S17W""},{""gust"":4,""speed"":4,""location"":""C"",""direction"":""N73W""},{""gust"":10,""speed"":9,""location"":""D"",""direction"":""S14E""}]"
ST,17:47,29.3,31.5,25.8,73.1,1007.7,N27W,4,8,0,0,10.2,5.1,10.4,2026-09-09T09:50:09.354789+00:00,"[{""gust"":2,""speed"":1,""location"":""A"",""direction"":""N52W""},{""gust"":11,""speed"":10,""location"":""B"",""direction"":""N30E""},{""gust"":6,""speed"":5,""location"":""C"",""direction"":""N79E""},{""gust"":6,""speed"":5,""location"":""D"",""direction"":""N43E""}]"
HV,17:52,29,32.2,26.4,72.9,1007.3,S50W,4,8,0,0,20.2,5.1,9.88,2026-09-09T09:55:06.654235+00:00,"[{""gust"":16,""speed"":14,""location"":""A"",""direction"":""S6E""},{""gust"":5,""speed"":4,""location"":""B"",""direction"":""S55W""},{""gust"":3,""speed"":1,""location"":""C"",""direction"":""N31W""},{""gust"":12,""speed"":7,""location"":""D"",""direction"":""S14E""}]"
ST,17:52,29.1,31.5,25.8,72.4,1007.6,N14E,5,7,0,0,10.2,5.1,10.4,2026-09-09T09:55:06.654235+00:00,"[{""gust"":2,""speed"":1,""location"":""A"",""direction"":""S33E""},{""gust"":8,""speed"":6,""location"":""B"",""direction"":""S45W""},{""gust"":6,""speed"":4,""location"":""C"",""direction"":""S15E""},{""gust"":3,""speed"":2,""location"":""D"",""direction"":""S51W""}]"
ST,17:57,28.9,31.5,25.8,72.6,1007.8,N44E,6,10,0,0,10.2,5.1,10.4,2026-09-09T10:00:06.879652+00:00,"[{""gust"":5,""speed"":3,""location"":""A"",""direction"":""N73E""},{""gust"":10,""speed"":9,""location"":""B"",""direction"":""S89E""},{""gust"":7,""speed"":7,""location"":""C"",""direction"":""S50E""},{""gust"":3,""speed"":1,""location"":""D"",""direction"":""N76E""}]"
HV,17:57,29,32.2,26.4,74,1007.2,S57W,3,7,0,0,20.2,5.1,9.88,2026-09-09T10:00:06.879652+00:00,"[{""gust"":12,""speed"":9,""location"":""A"",""direction"":""S4E""},{""gust"":6,""speed"":5,""location"":""B"",""direction"":""S46W""},{""gust"":4,""speed"":3,""location"":""C"",""direction"":""S82W""},{""gust"":5,""speed"":4,""location"":""D"",""direction"":""S11E""}]"
HV,18:02,28.7,32.2,26.4,74.6,1007.3,S21W,8,13,0,0,20.2,5.1,9.88,2026-09-09T10:05:04.951618+00:00,"[{""gust"":10,""speed"":8,""location"":""A"",""direction"":""S17W""},{""gust"":8,""speed"":6,""location"":""B"",""direction"":""S16W""},{""gust"":6,""speed"":5,""location"":""C"",""direction"":""S67W""},{""gust"":4,""speed"":3,""location"":""D"",""direction"":""S5E""}]"
ST,18:02,28.8,31.5,25.8,71.1,1007.8,S6W,3,7,0,0,10.2,5.1,10.4,2026-09-09T10:05:04.951618+00:00,"[{""gust"":6,""speed"":5,""location"":""A"",""direction"":""N48E""},{""gust"":6,""speed"":4,""location"":""B"",""direction"":""N47E""},{""gust"":7,""speed"":6,""location"":""C"",""direction"":""N65E""},{""gust"":16,""speed"":15,""location"":""D"",""direction"":""N53E""}]"
ST,18:07,28.7,31.5,25.8,70.1,1007.8,S42E,5,7,0,0,10.2,5.1,10.4,2026-09-09T10:10:05.602827+00:00,"[{""gust"":3,""speed"":2,""location"":""A"",""direction"":""N22W""},{""gust"":7,""speed"":5,""location"":""B"",""direction"":""N44E""},{""gust"":5,""speed"":4,""location"":""C"",""direction"":""S61E""},{""gust"":4,""speed"":3,""location"":""D"",""direction"":""S36E""}]"
HV,18:07,28.8,32.2,26.4,73.9,1007.4,S76E,2,5,0,0,20.3,5.1,9.88,2026-09-09T10:10:05.602827+00:00,"[{""gust"":3,""speed"":2,""location"":""A"",""direction"":""N81W""},{""gust"":5,""speed"":4,""location"":""B"",""direction"":""S41W""},{""gust"":3,""speed"":1,""location"":""C"",""direction"":""S12W""},{""gust"":5,""speed"":2,""location"":""D"",""direction"":""S8E""}]"
HV,18:12,28.7,32.2,26.4,74.3,1007.5,S39W,5,9,0,0,20.3,5.1,9.88,2026-09-09T10:15:05.416288+00:00,"[{""gust"":6,""speed"":4,""location"":""A"",""direction"":""S25W""},{""gust"":3,""speed"":3,""location"":""B"",""direction"":""S25W""},{""gust"":11,""speed"":8,""location"":""C"",""direction"":""S22W""},{""gust"":5,""speed"":3,""location"":""D"",""direction"":""N61E""}]"
ST,18:12,28.7,31.5,25.8,71.9,1007.9,N8E,5,7,0,0,10.2,5.1,10.4,2026-09-09T10:15:05.416288+00:00,"[{""gust"":2,""speed"":1,""location"":""A"",""direction"":""S""},{""gust"":9,""speed"":5,""location"":""B"",""direction"":""N64E""},{""gust"":8,""speed"":7,""location"":""C"",""direction"":""S71E""},{""gust"":2,""speed"":1,""location"":""D"",""direction"":""N63W""}]"
ST,18:17,28.6,31.5,25.8,72,1007.8,N20E,5,11,0,0,10.2,5.1,10.4,2026-09-09T10:20:08.003268+00:00,"[{""gust"":2,""speed"":2,""location"":""A"",""direction"":""S1W""},{""gust"":4,""speed"":2,""location"":""B"",""direction"":""S82E""},{""gust"":2,""speed"":2,""location"":""C"",""direction"":""N24E""},{""gust"":3,""speed"":2,""location"":""D"",""direction"":""N34E""}]"
HV,18:17,28.8,32.2,26.4,74.7,1007.5,N4E,1,4,0,0,20.3,5.1,9.88,2026-09-09T10:20:08.003268+00:00,"[{""gust"":9,""speed"":7,""location"":""A"",""direction"":""S10W""},{""gust"":4,""speed"":4,""location"":""B"",""direction"":""S47W""},{""gust"":2,""speed"":1,""location"":""C"",""direction"":""S70W""},{""gust"":6,""speed"":4,""location"":""D"",""direction"":""N52W""}]"
HV,18:21,28.7,32.2,26.4,74.2,1007.5,S66W,3,8,0,0,20.3,5.1,9.88,2026-09-09T10:25:06.773102+00:00,"[{""gust"":5,""speed"":3,""location"":""A"",""direction"":""W""},{""gust"":2,""speed"":2,""location"":""B"",""direction"":""S46W""},{""gust"":10,""speed"":8,""location"":""C"",""direction"":""S54W""},{""gust"":7,""speed"":5,""location"":""D"",""direction"":""S31E""}]"
ST,18:21,28.5,31.5,25.8,72.6,1008,N26E,1,3,0,0,10.2,5.1,10.4,2026-09-09T10:25:06.773102+00:00,"[{""gust"":5,""speed"":4,""location"":""A"",""direction"":""N24E""},{""gust"":9,""speed"":8,""location"":""B"",""direction"":""E""},{""gust"":8,""speed"":7,""location"":""C"",""direction"":""S63E""},{""gust"":2,""speed"":2,""location"":""D"",""direction"":""N26E""}]"
ST,18:27,28.3,31.5,25.8,73.3,1008.2,N61E,3,7,0,0,10.2,5.3,10.4,2026-09-09T10:30:05.913501+00:00,"[{""gust"":8,""speed"":6,""location"":""A"",""direction"":""N51E""},{""gust"":7,""speed"":5,""location"":""B"",""direction"":""S88E""},{""gust"":3,""speed"":2,""location"":""C"",""direction"":""N50E""},{""gust"":16,""speed"":13,""location"":""D"",""direction"":""N65E""}]"
HV,18:27,28.7,32.2,26.4,74.6,1007.6,E,3,6,0,0,20.3,5.3,9.88,2026-09-09T10:30:05.913501+00:00,"[{""gust"":4,""speed"":3,""location"":""A"",""direction"":""N66W""},{""gust"":4,""speed"":3,""location"":""B"",""direction"":""S69W""},{""gust"":4,""speed"":3,""location"":""C"",""direction"":""S74W""},{""gust"":13,""speed"":12,""location"":""D"",""direction"":""S17E""}]"
ST,18:32,28.3,31.5,25.8,74.3,1008.3,N4E,2,5,0,0,10.2,5.3,10.4,2026-09-09T10:35:07.746211+00:00,"[{""gust"":9,""speed"":8,""location"":""A"",""direction"":""N15W""},{""gust"":3,""speed"":2,""location"":""B"",""direction"":""N71E""},{""gust"":8,""speed"":7,""location"":""C"",""direction"":""N47E""},{""gust"":9,""speed"":7,""location"":""D"",""direction"":""N43E""}]"
HV,18:32,28.6,32.2,26.4,74.5,1007.7,S17E,4,8,0,0,20.3,5.3,9.88,2026-09-09T10:35:07.746211+00:00,"[{""gust"":3,""speed"":2,""location"":""A"",""direction"":""S48W""},{""gust"":3,""speed"":2,""location"":""B"",""direction"":""N71W""},{""gust"":5,""speed"":4,""location"":""C"",""direction"":""S4E""},{""gust"":10,""speed"":5,""location"":""D"",""direction"":""S40W""}]"
HV,18:37,28.6,32.2,26.4,74.9,1007.8,S72W,7,12,0,0,20.3,5.3,9.88,2026-09-09T10:40:05.510342+00:00,"[{""gust"":6,""speed"":3,""location"":""A"",""direction"":""N88W""},{""gust"":2,""speed"":1,""location"":""B"",""direction"":""N45W""},{""gust"":8,""speed"":7,""location"":""C"",""direction"":""S51W""},{""gust"":3,""speed"":2,""location"":""D"",""direction"":""S56W""}]"
ST,18:37,28.2,31.5,25.8,75.3,1008.2,N64E,3,6,0,0,10.2,5.3,10.4,2026-09-09T10:40:05.510342+00:00,"[{""gust"":6,""speed"":5,""location"":""A"",""direction"":""N13E""},{""gust"":7,""speed"":6,""location"":""B"",""direction"":""N13E""},{""gust"":9,""speed"":6,""location"":""C"",""direction"":""S56E""},{""gust"":8,""speed"":7,""location"":""D"",""direction"":""N27E""}]"
ST,18:41,28.1,31.5,25.8,76,1008.2,S76E,5,9,0,0,10.2,5.3,10.4,2026-09-09T10:45:06.411978+00:00,"[{""gust"":3,""speed"":2,""location"":""A"",""direction"":""N12E""},{""gust"":6,""speed"":5,""location"":""B"",""direction"":""N61E""},{""gust"":8,""speed"":6,""location"":""C"",""direction"":""N56E""},{""gust"":11,""speed"":10,""location"":""D"",""direction"":""N66E""}]"
HV,18:42,28.5,32.2,26.4,76,1007.9,S62W,5,8,0,0,20.3,5.3,9.88,2026-09-09T10:45:06.411978+00:00,"[{""gust"":17,""speed"":14,""location"":""A"",""direction"":""S25W""},{""gust"":10,""speed"":7,""location"":""B"",""direction"":""S19W""},{""gust"":6,""speed"":4,""location"":""C"",""direction"":""N53W""},{""gust"":5,""speed"":4,""location"":""D"",""direction"":""N""}]"
ST,18:47,28,31.5,25.8,77.3,1008.3,S67E,5,6,0,0,10.2,5.3,10.4,2026-09-09T10:50:05.63049+00:00,"[{""gust"":10,""speed"":6,""location"":""A"",""direction"":""S51E""},{""gust"":5,""speed"":5,""location"":""B"",""direction"":""N23E""},{""gust"":4,""speed"":4,""location"":""C"",""direction"":""N33E""},{""gust"":8,""speed"":6,""location"":""D"",""direction"":""N75E""}]"
HV,18:47,28.5,32.2,26.4,76.3,1008,S45W,5,8,0,0,20.3,5.3,9.88,2026-09-09T10:50:05.63049+00:00,"[{""gust"":4,""speed"":3,""location"":""A"",""direction"":""S43W""},{""gust"":4,""speed"":3,""location"":""B"",""direction"":""S37W""},{""gust"":6,""speed"":3,""location"":""C"",""direction"":""N58W""},{""gust"":7,""speed"":5,""location"":""D"",""direction"":""S27W""}]"
ST,18:53,28,31.5,25.8,77.7,1008.4,N55E,5,9,0,0,10.2,5.3,10.4,2026-09-09T10:55:05.215796+00:00,"[{""gust"":10,""speed"":6,""location"":""A"",""direction"":""N39E""},{""gust"":3,""speed"":2,""location"":""B"",""direction"":""N66E""},{""gust"":3,""speed"":3,""location"":""C"",""direction"":""N47E""},{""gust"":8,""speed"":7,""location"":""D"",""direction"":""N47E""}]"
HV,18:53,28.6,32.2,26.4,75.5,1008,S76W,1,4,0,0,20.3,5.3,9.88,2026-09-09T10:55:05.215796+00:00,"[{""gust"":5,""speed"":3,""location"":""A"",""direction"":""S17E""},{""gust"":5,""speed"":4,""location"":""B"",""direction"":""S40W""},{""gust"":7,""speed"":5,""location"":""C"",""direction"":""N47E""},{""gust"":12,""speed"":8,""location"":""D"",""direction"":""S14E""}]"
HV,18:57,28.6,32.2,26.4,75.2,1008,N82W,3,6,0,0,20.4,5.3,9.88,2026-09-09T11:00:06.603061+00:00,"[{""gust"":9,""speed"":7,""location"":""A"",""direction"":""N31E""},{""gust"":8,""speed"":7,""location"":""B"",""direction"":""S17W""},{""gust"":6,""speed"":4,""location"":""C"",""direction"":""S22W""},{""gust"":1,""speed"":1,""location"":""D"",""direction"":""S36W""}]"
ST,18:57,27.9,31.5,25.8,79,1008.4,N48E,2,4,0,0,10.2,5.3,10.4,2026-09-09T11:00:06.603061+00:00,"[{""gust"":2,""speed"":2,""location"":""A"",""direction"":""S81E""},{""gust"":5,""speed"":4,""location"":""B"",""direction"":""N40E""},{""gust"":14,""speed"":10,""location"":""C"",""direction"":""N26E""},{""gust"":9,""speed"":6,""location"":""D"",""direction"":""N71E""}]"
ST,19:02,27.9,31.5,25.8,78.7,1008.6,N40E,6,8,0,0,10.2,5.3,10.4,2026-09-09T11:05:06.496018+00:00,"[{""gust"":13,""speed"":11,""location"":""A"",""direction"":""N52E""},{""gust"":8,""speed"":7,""location"":""B"",""direction"":""N50E""},{""gust"":6,""speed"":5,""location"":""C"",""direction"":""N27E""},{""gust"":6,""speed"":4,""location"":""D"",""direction"":""N46E""}]"
HV,19:02,28.5,32.2,26.4,75.6,1008.1,S49W,6,10,0,0,20.4,5.3,9.88,2026-09-09T11:05:06.496018+00:00,"[{""gust"":12,""speed"":10,""location"":""A"",""direction"":""S""},{""gust"":7,""speed"":4,""location"":""B"",""direction"":""S23W""},{""gust"":7,""speed"":3,""location"":""C"",""direction"":""S32W""},{""gust"":3,""speed"":2,""location"":""D"",""direction"":""N59W""}]"
ST,19:07,27.7,31.5,25.8,79.7,1008.6,S35W,3,4,0,0,10.2,5.3,10.4,2026-09-09T11:10:06.130101+00:00,"[{""gust"":4,""speed"":4,""location"":""A"",""direction"":""S59W""},{""gust"":10,""speed"":8,""location"":""B"",""direction"":""N51E""},{""gust"":14,""speed"":12,""location"":""C"",""direction"":""N47E""},{""gust"":3,""speed"":2,""location"":""D"",""direction"":""N79E""}]"
HV,19:07,28.5,32.2,26.4,75.7,1008.2,N72W,6,9,0,0,20.4,5.3,9.88,2026-09-09T11:10:06.130101+00:00,"[{""gust"":12,""speed"":9,""location"":""A"",""direction"":""S14E""},{""gust"":2,""speed"":2,""location"":""B"",""direction"":""S79W""},{""gust"":3,""speed"":1,""location"":""C"",""direction"":""N13E""},{""gust"":4,""speed"":3,""location"":""D"",""direction"":""S51E""}]"
HV,19:12,28.6,32.2,26.4,75.5,1008.2,N68W,2,3,0,0,20.4,5.3,9.88,2026-09-09T11:15:06.146504+00:00,"[{""gust"":3,""speed"":3,""location"":""A"",""direction"":""N86E""},{""gust"":5,""speed"":5,""location"":""B"",""direction"":""S30W""},{""gust"":3,""speed"":2,""location"":""C"",""direction"":""S13W""},{""gust"":3,""speed"":2,""location"":""D"",""direction"":""S1W""}]"
ST,19:12,27.7,31.5,25.8,80.4,1008.7,N60E,3,8,0,0,10.1,5.3,10.4,2026-09-09T11:15:06.146504+00:00,"[{""gust"":6,""speed"":5,""location"":""A"",""direction"":""N2W""},{""gust"":4,""speed"":3,""location"":""B"",""direction"":""N11E""},{""gust"":6,""speed"":5,""location"":""C"",""direction"":""S20E""},{""gust"":5,""speed"":4,""location"":""D"",""direction"":""N47E""}]"
HV,19:17,28.6,32.2,26.4,75.5,1008.3,S73W,4,8,0,0,20.4,5.3,9.88,2026-09-09T11:20:05.691018+00:00,"[{""gust"":9,""speed"":7,""location"":""A"",""direction"":""S23W""},{""gust"":4,""speed"":3,""location"":""B"",""direction"":""S86W""},{""gust"":4,""speed"":3,""location"":""C"",""direction"":""N57W""},{""gust"":5,""speed"":3,""location"":""D"",""direction"":""S1W""}]"
ST,19:17,27.7,31.5,25.8,81,1008.7,N6E,2,4,0,0,10.1,5.3,10.4,2026-09-09T11:20:05.691018+00:00,"[{""gust"":6,""speed"":5,""location"":""A"",""direction"":""N8E""},{""gust"":7,""speed"":5,""location"":""B"",""direction"":""N31W""},{""gust"":4,""speed"":3,""location"":""C"",""direction"":""N51E""},{""gust"":6,""speed"":4,""location"":""D"",""direction"":""N19W""}]"
ST,19:22,27.7,31.5,25.8,80.5,1008.8,N37E,2,3,0,0,10.1,5.3,10.4,2026-09-09T11:25:05.011834+00:00,"[{""gust"":6,""speed"":4,""location"":""A"",""direction"":""N39E""},{""gust"":9,""speed"":7,""location"":""B"",""direction"":""N29W""},{""gust"":3,""speed"":2,""location"":""C"",""direction"":""N1E""},{""gust"":8,""speed"":6,""location"":""D"",""direction"":""N7W""}]"
HV,19:22,28.6,32.2,26.4,75.6,1008.4,S26W,0,3,0,0,20.4,5.3,9.88,2026-09-09T11:25:05.011834+00:00,"[{""gust"":6,""speed"":6,""location"":""A"",""direction"":""S63W""},{""gust"":7,""speed"":5,""location"":""B"",""direction"":""S19W""},{""gust"":7,""speed"":6,""location"":""C"",""direction"":""N65E""},{""gust"":2,""speed"":1,""location"":""D"",""direction"":""S28W""}]"
HV,19:27,28.5,32.2,26.4,75.9,1008.4,S26W,1,7,0,0,20.4,5.3,9.88,2026-09-09T11:30:05.992895+00:00,"[{""gust"":4,""speed"":2,""location"":""A"",""direction"":""S81W""},{""gust"":7,""speed"":5,""location"":""B"",""direction"":""S40W""},{""gust"":8,""speed"":7,""location"":""C"",""direction"":""S2E""},{""gust"":4,""speed"":3,""location"":""D"",""direction"":""N35W""}]"
ST,19:27,27.8,31.5,25.8,81.1,1008.9,N19W,5,9,0,0,10.1,5.3,10.4,2026-09-09T11:30:05.992895+00:00,"[{""gust"":5,""speed"":4,""location"":""A"",""direction"":""N7E""},{""gust"":4,""speed"":3,""location"":""B"",""direction"":""N34E""},{""gust"":7,""speed"":6,""location"":""C"",""direction"":""N41E""},{""gust"":7,""speed"":5,""location"":""D"",""direction"":""N21E""}]"
HV,19:32,28.4,32.2,26.4,76.4,1008.5,S30E,3,6,0,0,20.4,5.3,9.88,2026-09-09T11:35:06.946399+00:00,"[{""gust"":8,""speed"":7,""location"":""A"",""direction"":""S24W""},{""gust"":8,""speed"":6,""location"":""B"",""direction"":""S20W""},{""gust"":3,""speed"":2,""location"":""C"",""direction"":""S16E""},{""gust"":11,""speed"":8,""location"":""D"",""direction"":""S14E""}]"
ST,19:32,27.8,31.5,25.8,81.2,1009,N57E,3,6,0,0,10.1,5.3,10.4,2026-09-09T11:35:06.946399+00:00,"[{""gust"":7,""speed"":4,""location"":""A"",""direction"":""N49E""},{""gust"":5,""speed"":3,""location"":""B"",""direction"":""N33E""},{""gust"":11,""speed"":10,""location"":""C"",""direction"":""N32E""},{""gust"":9,""speed"":9,""location"":""D"",""direction"":""N36E""}]"
HV,19:37,28.6,32.2,26.4,75.9,1008.6,S24E,2,7,0,0,20.4,5.3,9.88,2026-09-09T11:40:05.848845+00:00,"[{""gust"":6,""speed"":6,""location"":""A"",""direction"":""S12W""},{""gust"":3,""speed"":2,""location"":""B"",""direction"":""S36W""},{""gust"":4,""speed"":3,""location"":""C"",""direction"":""N61W""},{""gust"":4,""speed"":3,""location"":""D"",""direction"":""S""}]"
ST,19:37,27.7,31.5,25.8,81.7,1008.9,S71E,5,8,0,0,10.1,5.3,10.4,2026-09-09T11:40:05.848845+00:00,"[{""gust"":7,""speed"":6,""location"":""A"",""direction"":""N42E""},{""gust"":4,""speed"":4,""location"":""B"",""direction"":""N22E""},{""gust"":8,""speed"":6,""location"":""C"",""direction"":""N19E""},{""gust"":3,""speed"":3,""location"":""D"",""direction"":""S48E""}]"
HV,19:41,28.7,32.2,26.4,76,1008.7,N50W,2,2,0,0,20.4,5.3,9.88,2026-09-09T11:45:07.332439+00:00,"[{""gust"":12,""speed"":8,""location"":""A"",""direction"":""S6W""},{""gust"":4,""speed"":3,""location"":""B"",""direction"":""S50W""},{""gust"":7,""speed"":5,""location"":""C"",""direction"":""S87E""},{""gust"":5,""speed"":4,""location"":""D"",""direction"":""S8E""}]"
ST,19:41,27.6,31.5,25.8,82.2,1008.9,S36E,2,3,0,0,10.1,5.3,10.4,2026-09-09T11:45:07.332439+00:00,"[{""gust"":1,""speed"":0,""location"":""A"",""direction"":""S72E""},{""gust"":3,""speed"":3,""location"":""B"",""direction"":""N24E""},{""gust"":6,""speed"":6,""location"":""C"",""direction"":""N28E""},{""gust"":2,""speed"":2,""location"":""D"",""direction"":""S13E""}]"
ST,19:47,27.7,31.5,25.8,82.4,1008.8,N44W,3,4,0,0,10.1,5.3,10.4,2026-09-09T11:50:05.665403+00:00,"[{""gust"":5,""speed"":5,""location"":""A"",""direction"":""N25W""},{""gust"":6,""speed"":6,""location"":""B"",""direction"":""N32E""},{""gust"":3,""speed"":2,""location"":""C"",""direction"":""S40E""},{""gust"":2,""speed"":1,""location"":""D"",""direction"":""S86W""}]"
HV,19:47,28.7,32.2,26.4,75,1008.7,N84E,1,4,0,0,20.4,5.3,9.88,2026-09-09T11:50:05.665403+00:00,"[{""gust"":11,""speed"":9,""location"":""A"",""direction"":""S9E""},{""gust"":3,""speed"":2,""location"":""B"",""direction"":""S60W""},{""gust"":3,""speed"":2,""location"":""C"",""direction"":""N36W""},{""gust"":3,""speed"":2,""location"":""D"",""direction"":""S45E""}]"
HV,19:52,28.8,32.2,26.4,75,1008.8,S76E,2,5,0,0,20.4,5.3,9.88,2026-09-09T11:55:04.084004+00:00,"[{""gust"":8,""speed"":6,""location"":""A"",""direction"":""S11W""},{""gust"":5,""speed"":3,""location"":""B"",""direction"":""S45W""},{""gust"":5,""speed"":3,""location"":""C"",""direction"":""N31E""},{""gust"":8,""speed"":6,""location"":""D"",""direction"":""S28E""}]"
ST,19:52,27.7,31.5,25.8,82.3,1008.9,S43E,4,7,0,0,10.1,5.3,10.4,2026-09-09T11:55:04.084004+00:00,"[{""gust"":1,""speed"":0,""location"":""A"",""direction"":""S11E""},{""gust"":4,""speed"":4,""location"":""B"",""direction"":""N63W""},{""gust"":2,""speed"":1,""location"":""C"",""direction"":""S9W""},{""gust"":7,""speed"":5,""location"":""D"",""direction"":""S30W""}]"
HV,19:57,28.8,32.2,26.4,75.5,1008.8,S,3,4,0,0,20.4,5.3,9.88,2026-09-09T12:00:07.220532+00:00,"[{""gust"":5,""speed"":4,""location"":""A"",""direction"":""S4W""},{""gust"":5,""speed"":4,""location"":""B"",""direction"":""S26W""},{""gust"":7,""speed"":5,""location"":""C"",""direction"":""S47E""},{""gust"":4,""speed"":3,""location"":""D"",""direction"":""S6W""}]"
ST,19:57,27.6,31.5,25.8,82.8,1008.9,S49W,2,4,0,0,10.1,5.3,10.4,2026-09-09T12:00:07.220532+00:00,"[{""gust"":5,""speed"":3,""location"":""A"",""direction"":""S12E""},{""gust"":6,""speed"":5,""location"":""B"",""direction"":""N29W""},{""gust"":7,""speed"":6,""location"":""C"",""direction"":""S41E""},{""gust"":2,""speed"":1,""location"":""D"",""direction"":""N81W""}]"
ST,20:02,27.6,31.5,25.8,81.9,1009.1,S28E,2,3,0,0,10.1,5.3,10.4,2026-09-09T12:05:06.287224+00:00,"[{""gust"":2,""speed"":1,""location"":""A"",""direction"":""N23W""},{""gust"":2,""speed"":2,""location"":""B"",""direction"":""N7W""},{""gust"":5,""speed"":4,""location"":""C"",""direction"":""S76E""},{""gust"":4,""speed"":3,""location"":""D"",""direction"":""S66W""}]"
HV,20:02,28.7,32.2,26.4,75.8,1008.8,N73E,3,5,0,0,20.4,5.3,9.88,2026-09-09T12:05:06.287224+00:00,"[{""gust"":4,""speed"":3,""location"":""A"",""direction"":""S12W""},{""gust"":4,""speed"":3,""location"":""B"",""direction"":""S24W""},{""gust"":5,""speed"":3,""location"":""C"",""direction"":""S59W""},{""gust"":10,""speed"":7,""location"":""D"",""direction"":""S30E""}]"
ST,20:07,27.8,31.5,25.8,80.9,1009.4,N20W,0,3,0,0,10.1,5.3,10.4,2026-09-09T12:10:04.375945+00:00,"[{""gust"":2,""speed"":1,""location"":""A"",""direction"":""N5E""},{""gust"":2,""speed"":2,""location"":""B"",""direction"":""N27E""},{""gust"":3,""speed"":3,""location"":""C"",""direction"":""N46E""},{""gust"":3,""speed"":1,""location"":""D"",""direction"":""N68W""}]"
HV,20:07,28.7,32.2,26.4,75.4,1008.8,S77W,3,5,0,0,20.4,5.3,9.88,2026-09-09T12:10:04.375945+00:00,"[{""gust"":7,""speed"":3,""location"":""A"",""direction"":""S66W""},{""gust"":9,""speed"":8,""location"":""B"",""direction"":""S17W""},{""gust"":2,""speed"":2,""location"":""C"",""direction"":""S31E""},{""gust"":12,""speed"":10,""location"":""D"",""direction"":""S22E""}]"
ST,20:12,27.8,31.5,25.8,81.2,1009.4,S50E,3,4,0,0,10.1,5.3,10.4,2026-09-09T12:15:06.423543+00:00,"[{""gust"":2,""speed"":2,""location"":""A"",""direction"":""N3W""},{""gust"":5,""speed"":5,""location"":""B"",""direction"":""N28W""},{""gust"":5,""speed"":4,""location"":""C"",""direction"":""N""},{""gust"":2,""speed"":2,""location"":""D"",""direction"":""S74E""}]"
HV,20:12,28.7,32.2,26.4,76,1008.8,S25E,2,4,0,0,20.4,5.3,9.88,2026-09-09T12:15:06.423543+00:00,"[{""gust"":4,""speed"":3,""location"":""A"",""direction"":""S39W""},{""gust"":7,""speed"":5,""location"":""B"",""direction"":""S41W""},{""gust"":11,""speed"":7,""location"":""C"",""direction"":""S78E""},{""gust"":18,""speed"":13,""location"":""D"",""direction"":""S13E""}]"
ST,20:17,27.8,31.5,25.8,81.9,1009.7,N49E,3,6,0,0,10.1,5.3,10.4,2026-09-09T12:20:05.512595+00:00,"[{""gust"":9,""speed"":7,""location"":""A"",""direction"":""N53E""},{""gust"":5,""speed"":5,""location"":""B"",""direction"":""N2E""},{""gust"":5,""speed"":4,""location"":""C"",""direction"":""N22E""},{""gust"":5,""speed"":4,""location"":""D"",""direction"":""N21E""}]"
HV,20:17,28.5,32.2,26.4,76.7,1008.8,S14W,4,7,0,0,20.4,5.6,9.88,2026-09-09T12:20:05.512595+00:00,"[{""gust"":10,""speed"":8,""location"":""A"",""direction"":""S19W""},{""gust"":10,""speed"":8,""location"":""B"",""direction"":""S16W""},{""gust"":8,""speed"":7,""location"":""C"",""direction"":""N73W""},{""gust"":8,""speed"":4,""location"":""D"",""direction"":""S10E""}]"
ST,20:22,27.7,31.5,25.8,82.9,1009.7,N38W,1,3,0,0,10.1,5.3,10.4,2026-09-09T12:25:06.433698+00:00,"[{""gust"":3,""speed"":2,""location"":""A"",""direction"":""N75E""},{""gust"":16,""speed"":14,""location"":""B"",""direction"":""N39E""},{""gust"":18,""speed"":16,""location"":""C"",""direction"":""N42E""},{""gust"":5,""speed"":4,""location"":""D"",""direction"":""S69E""}]"
HV,20:22,28.6,32.2,26.4,76.7,1008.9,S30E,0,3,0,0,20.4,5.6,9.88,2026-09-09T12:25:06.433698+00:00,"[{""gust"":8,""speed"":5,""location"":""A"",""direction"":""S87W""},{""gust"":3,""speed"":1,""location"":""B"",""direction"":""N37W""},{""gust"":5,""speed"":4,""location"":""C"",""direction"":""S4E""},{""gust"":4,""speed"":3,""location"":""D"",""direction"":""N13E""}]"
ST,20:27,27.8,31.5,25.8,82.4,1009.8,N30E,6,9,0,0,10.1,5.6,10.4,2026-09-09T12:30:07.362145+00:00,"[{""gust"":7,""speed"":6,""location"":""A"",""direction"":""N1E""},{""gust"":7,""speed"":5,""location"":""B"",""direction"":""N35E""},{""gust"":5,""speed"":4,""location"":""C"",""direction"":""N57E""},{""gust"":2,""speed"":2,""location"":""D"",""direction"":""N60E""}]"
